Stop
"1. CHAUHAN PATTI 2. SONIA VIHAR E-BLOCK 3. NANAKSAR 4. BHAJAN PURA 5. YAMUNA VIHAR C-4, 6. NAND NAGARI DEPOT 7. NAND NAGARI TERMINAL  8. GTB HOSPITAL 9. SWAMI DAYANAND HOSP. 10. P.S.VIVEK VIHAR 11. JAGAT PURI A-BLOCK 12. HASAN PUR DEPOT 13. ANAND VIHAR ISBT"
1. MEHRAULI 2. LADO SARAI 3. SHED -UL ZAIB 4. A.N.DEPOT 5. HAMDARD NAGAR 6. TUGHLAKABAD VILLAGE 7. PREHLAD PUR 8. BADAR PUR 9. ALI VILLAGE 10. SARITA VIHAR CROSSING 11. KALINDI KUNJ 12.  YAMUNA BRIDGE EAST CHECK POST 13  MAHAMAYA FLYOVER WEST 14.  AMITY SCHOOL/ AMBEDKAR PARK  15. NOIDA SEC-37   16.  NOIDA SEC-28/29  17. SEC-18 METRO STATION / GIP  18. FILM CITY MORE UNDER PASS  19. WAVE CINEMA  20 RAJNI GANDHA CHOWK  21. TELEPHONE EXCHANGE SEC-19 22. NOIDA SEC-10/21 23. NOIDA SEC-12/ CHORA MORE 24. SHIV MANDIR SEC-22  25. SEC-23 CHOWK 26. SEC-53 CHOWK 27.  NOIDA SEC-32. 
"1. LADO SARAI 2. SHAID-UL-AZAB 3. A.N.DEPOT 4. HAMDARD NAGAR 5. TUGLAKABAD VILLAGE 6. PREHLAD PUR  7. BADAR PUR 8. ALI VILLAGE 9. SARITA VIHAR CROSSING 10. KALINDI KUNJ 11 YAMUNA BRIDGE EAST CHECK POST 12  MAHAMAYA FLYOVER WEST 13.  AMITY SCHOOL/ AMBEDKAR PARK  14. NOIDA SEC-37   15.  NOIDA SEC-28/29  16. SEC-18 METRO STATION / GIP 17. FILM CITY UNDER PASS   18. WAVE CINEMA SEC-18 19. RAJNI GANDHA CHOWK 20. TELEPHONE EXCHANGE SEC-19  21. NOIDA SEC-10/21  22. NOIDA SEC-12/ CHORA MORE 23. NOIDA SEC-56  24. NOIDA SEC-12-A BLOCK 25. MAYUR VIHAR PH-3 MORE 26. MAYUR VIHAR PH-III POCKET A-I  27. MAYUR VIHAR PH-3, PAPER MARKET"
1. JHEEL 2.Khureji Khas 3. SHAKKAR PUR 4. Rainy Well  5.ITO RING ROAD 6. DELHI GATE 7. AJMERI GATE 8. PS PAHAR GANJ 9. DB GUPTA MKT 10.  SARAI ROHILLA 11. E-BLK SHASTRI NAGAR 12. B-3 KESHAV PURAM 13. TRI NAGAR JAI MATA MARKET
1. ANAND VIHAR ISBT 2. YOJNA VIHAR 3.HARGOVIND  ENCLAVE 4. SHAKAR PUR  5. RAINEY WELL 6. ITO (RING ROAD) 7. DELHI GATE 8. AJMERI GATE 9. P.S. PAHAR GANJ  10. D.B. GUPTA MARKET 11. SARAI ROHILLA 12. E-BLK SHASTRI NAGAR 13. B-3 KESHAV PURAM 14. TRI NAGAR JAI MATA MARKET.
1. INDER PURI JJCOLONY. 2. LOHA MANDI 3. W.P. NAGAR 4. SHANKER ROAD 5. RIDGE ROAD 6. KENDRIYA TERMINAL 7. KIRSHI BHAWAN 8. SHAHJAHAN ROAD 9. RAVINDRA NAGAR 10. LODHI COLONY 11. DEFENCE COLONY 12.MCKR HOSPITAL  13. LAJPAT NAGAR 14. SNP DEPOT 15. PUNJ SONS 16. CRPF Camp (Crown Plaza)17.  CENTRAL WORK SHOP -II. TEHKHAND
"1. ANAND VIHAR ISBT 2. ANAND VIHAR ISBT MAIN ROAD, 3.HP DEPOT 4. SHAKER PUR 5. RAINY WELL 6. ITO AGCR 7. MANDI HOUSE 8. Hanuman Mandir 9. KENDRIYA TERMINAL 10. UPPER RIDGE ROAD 11. SHANKER RD 12. W.P.NAGAR 13. LOHA MANDI 14. NARAINA VIHAR 15. MP DEPOT 16. BERI WALA BAGH 17. H.N. SHAHEED PAWAN SAHNI CHOWK  18. Tilak Nagar"
1. AZAD PUR TERML. 2. ASHOK VIHAR CROSSING 3. W.P. DEPOT-I 4. P.BAGH TERML. 5. ZAKHIRA 6. MOTI NAGAR 7. S.P. DEPOT 8. LOHA MANDI 9. INDER PURI KRISHI KUNJ
1. ANAND VIHAR ISBT 2. ANAND VIHAR ISBT MAIN ROAD 3. H.P.DEPOT 4. BALCO APPTT 5. MOTHER DAIRY 6. RAINY WELL 7. ITO AGCR  8. MANDI HOUSE 9. SUCHETA KRIPALANI HOSPITAL 10. PUNCHKUAIN RD 10. PUSA ROAD PETROL PUMP 12. TELEPHONE EXCHANGE 13. W.P. NAGAR 14. K.PURA TERML 15. P.BAGH TERMINAL.
1. ANAND VIHAR ISBT 2. ANAND VIHAR ISBT MAIN ROAD  3. H.P. DEPOT 4. BALCO APARTMENTS 5. MOTHER DAIRY  6. RAINY WELL 7. ITOAGCR  8. MANDI  HOUSE 9. SUCHETA KRIPLANI HOSPITAL /  SHIVAJI STADIUM  10. PUNCHKUAIN ROAD 11. SADHU VASVANI MARG 12. TELEPHONE EXCHANGE 13. WEST PATEL NAGAR. 14. KARAM PURA TERMINAL 15. PUNJABI BAGH 16. MOHINDRA PARK 17. KESHAV MAHAVIDHALYA 18. WEST ENCLAVE.
7. ISBT NITYANAND MARG 8. ICE FACTORY 9. CLOCK TOWER 10. NAGIA PARK SHAKTI NAGAR 11. GULABI BAGH 12. SHASTRI NAGAR E-BLOCK 13. B-3 KESHAV PURAM 14. TRI NAGAR JAI MATA MKT. TERMINAL
1. KEND. TERMINAL 2. KRISHI BHAWAN 3. P.S. TUGLAK ROAD 4. SAFDERJUNG AIRPORT 5. INA MARKET 6. SAROJINI NAGAR DEPOT
1. KENDRIYA TERMINAL 2. RAM MANOHAR LOHIA HOSP. 3. REGAL 4. CHITRA GUPTA ROAD 5. MASTER PRITHVI NATH MARG / FAIZ ROAD 6. ICE FACTORY 7. MALKA GANJ 8. MOURICE NAGAR. 9. G.T.B.NAGAR. 10. MODEL TOWN-II 11. ADARSH NAGAR. 12. GTK DEPOT 13. SAMEY PUR
1. KENDRIYA TERMINAL 2. R.M.L.H 3. REGAL 4. CHITRA GUPTA ROAD 5. MASTER PRITHVI NATH MARG / FAIZ ROAD 6. ICE FACTORY 7. MALKA GANJ 8. MOURICE NAGAR. 9. G.T.B.NAGAR. 10. MODEL TOWN-II 11. ADARSH NAGAR. 12. GTK DEPOT 13. SAMEY PUR 14. BADLI RAILWAY STATION
1. Old Delhi RAILWAY STATION  2. ISBT/ MORI GATE 3. OLD SECTT 4. GTB NAGAR 5. MODEL TOWN -II 6. ADARSH NAGAR 7. GTK DEPOT 8. BADLI CROSSING GT RD 9. NANGLI POONAM 10. BUDH PUR 11. ALIPUR 12. DURGA MANDIR 13. ALIPUR GARHI 14. ARBINDO FARM 15. SHAHPUR GARHI 16. BHOR GARH  17. NARELA 
1. Azad Pur Terminal 2. ADARSH NAGAR 3. GTK DEPOT 4. LIBAS PUR GT RD 5. NANGLI POONAM 6. BUDH PUR 7. ALIPUR 8. DURGA MANDIR 9. ALIPUR GARHI 10. ARBINDO FARM 11. SHAHPUR GARHI 12. BHOR GARH  13. NARELA TERMINAL 14. S RAJA HARICHANDRA HOSPITAL 15. NARELA B-4 POCKET-13
1. ISBT 2. OLD SECTT 3. GTB NAGAR 4. NIRANKARI COLONY 5. JHARODA DAIRY CROSSING  6. BURARI VILLAGE 7. LONIYAN IND. 8. IBRAHIM PUR 9. HIRANKI 10. MUKHMEL PUR  
1.Old Delhi RAILWAY STATION  2. TIS HAZARI (Animal Hosp.)/ISBT 3. ICE FACTORY 4. CLOCK TOWER 5. RP BAGH 6. BARA BAGH 7. ADARSH NAGAR 8. GTK DEPOT 9. HAIDER PUR W/ WORKS 10. ESI HOSPITAL 11. ROHINI SEC-16 12. SHAHBAD DAULAT PUR 13. SHAHBAD DAIRY 14. PREHLAD PUR 15. BARWALA 16. POOTH KHURD 17. DHAKE WALA 18. BAWANA 19. DARIYA PUR SCHOOL 20. HAREWALI MORE 21. AUCHANDI BDR. 22. MANGESH PUR 23. QUTAB GARH 
1.Old Delhi RAILWAY STATION  2. TIS HAZARI (Animal Hosp.)/ISBT 3. ICE FACTORY 4. CLOCK TOWER 5. RP BAGH 6. BARA BAGH 7. ADARSH NAGAR 8. GTK DEPOT 9. SAMEY PUR 10. BADLI RAILWAY STATION 11.SHAHBAD DAULAT PUR 12. SHAHBAD DAIRY 13. PREHLAD PUR 14. BARWALA 15. POOTH KHURD 16. DHAKE WALA 17. BAWANA 
1. Old Delhi RAILWAY STATION 2. MORI GATE/ISBT 3. STA OFFICE 4. OLDS ECTT.5.GTN NAGAR 6. MODEL TOWN -II 7. ADARSH NAGAR. 8. GTK DEPOT 9. BADLI X-ING 10. ROHINI S-18 11. SHAHBAD DAULAT PUR 12.  SHAHBAD DAIRY 13..PREHLAD PUR 14. BARWALA 15. POOTH KHURD 16. DHAKEY WALA 17. BAWANA 18 DARYA PUR SCHOOL 19. BAJEET PUR 20. KATEWRA VILLAGE. 
1. NEHRU VIHAR 2.  BR HOSP. 3. KHALSA COLL. 4. SHAKTI NAGAR / NAGIA PARK 5. GULABI BAGH 6. E-BLK SHASTRI NAGAR 7. ZAKHIRA 8. MOTI NAGAR 9. PS KIRTI NAGAR 10. M.P. DEPOT 11. BERI WALA BAGH 12. H.N.SHAHEED PAWAN SAHNI CHOWK
1. AZAD PUR TERMINAL 2. ADARSH NAGAR 3. GTK DEPOT 4. LIBAS PUR GT ROAD. 5. NANGLI POONAM 6. BUDH PUR 7. ALIPUR GT ROAD 8. DURGA MANDIR 9. ALIPUR GARHI 10. ARVIND FARM 11. SHAHPUR GARHI 12. BHORE GARH 13 .NARELA 14. BANKNER VILLAGE
1. Old Delhi RAILWAY STATION  2. ISBT/MORI GATE 3. OLD SECTT 4. GTB NAGAR 5. MODEL TOWN-II 6. ADARSH NAGAR 7. GTK DEPOT 8. LIBAS PUR GT ROAD. 9. NANGLI POONAM 10. BUDH PUR 11. ALIPUR  12. DURGA MANDIR 13. ALIPUR GARHI  14. ARVINDO FARM 15. SHAHPUR GARHI 16. BHOR GARH 17. NARELA 18. SHAFIABAD CROSSING 19. SAFIABAD BDR.
1. Old Delhi RAILWAY STATION  2.ISBT KASHMERE GATE / MORI GATE 3. OLD SECTT 4. GTB NAGAR 5. MODEL TOWN -II 6. ADARSH NAGAR 7. GTK DEPOT 8. HAIDER PUR W/WORKS 9. ESI HOSPITAL 10. ROHINI SEC-16 11. SHAHBAD DAULAT PUR 12. SHAHBAD DAIRY 13. PREHLAD PUR 14. BARWALA 15. POOTH KHURD 16. DHAKE WALA 17. BAWANA 18. GHOGA A.F.STATION 19. SANOTH CROSSING 20. SANOTH VILLAGE 
1. AZAD PUR TERMINAL 2 ADARSH NAGAR 3. GTK DEPOT 4. HAIDER PUR W/WORKS 5. ESI HOSPITAL 6. ROHINI SEC-16 7. SHAHBAD DAULAT PUR 8. SHAHBAD DAIRY 9. PREHLAD PUR 10. BARWALA 11. POOTH KHURD 12. DHAKE WALA 13. BAWANA 14. GHOGA A.F.STATION 15. GHOGA CROSSING 16. GHOGA VILLAGE 
1. Old Delhi RAILWAY STATION  2. TIS HAZARI (Animal Hosp.)/ISBT 3. ICE FACTORY 4. CLOCK TOWER 5. MAURICE NAGAR 6. GTB NAGAR 7. MODEL TOWN-II 8. ASHOK VIHAR CROSSING 9. W.P. DEPOT -I 10. JD BLK PITAM PURA 11. C-BLK SARASWATI VIHAR 12. MANGOL PUR SCHOOL 13. MANGOL PUR KHURD 14. POOTH KALA 15. BEGAM PUR 16. KARALA 17. KANJHAWALA 18. LAD PUR 19. JYONTI 20. PUNJAB KHOR 21. QUTAB GARH 
1. AZAD PUR 2. ASHOK VIHAR CROSSING 3. W.P. DEPOT 4. JD BLK PITAM PURA 5. C-BLK SARASWATI VIHAR 6.MANGOL PUR SCHOOL 7. MANGOL PUR KHURD 8. POOTH KALA 9. BEGAM PUR 10. KARALA 11. KANJHAWALA 12. LAD PUR 13. JYONTI 14. PUNJAB KHOR 15. QUTAB GARH 16. MANGESH PUR 17. AUCHANDI BORDER
1. AZAD PUR TERMINAL 2. ASHOK VIHAR CROSSING 3. WAZIR PUR DEPOT 4. JD - BLK. PITAM PURA 5. SARASWATI VIHAR C-BLK.  6. MANGOL PUR SCHOOL 7. MANGOL PUR KHURD 8. POOTH KALAN 9. BEGAM PUR 10. KARALA 11. KANJHAWALA CHOWK 12. LAD PUR 13. JOUNTI 14. PUNJAB KHOR 15. QUTAB GARH 16. KATEWARA VILLAGE
1. AZAD PUR 2. ASHOK VIHAR CROSSING 3. W.P. DEPOT 4. JD BLK PITAM PURA 5. C-BLK SARASWATI VIHAR 6.MANGOL PUR SCHOOL 7. MANGOL PUR KHURD 8. POOTH KALA 9. BEGAM PUR 10. KARALA 11. KANJHAWALA 12. LAD PUR 13. JYONTI 14. PUNJAB KHOR 15. JAT KHORE
1.RITHALA METRO STATION 2. ROHINI SEC. 24-25 XING 3. ROHINI SEC.-23 POCKET-1 4. ROHINI SEC.-23 POCKET-2 (SHRI BALAJI BABOSA MARG) 5. BEGUM PUR 6. KARALA 7. KANJHAWALA CHOWK  8. LADPUR VILLAGE 9. JAUNTI VILLAGE 10. PUNJAB KHOR 11. QUTABGARH
1. OLD DELHI RAILWAY STATION 2.TIS HAZARI (Animal Hosp.)/ISBT 3. ICE FACTORY 4. CLOCK TOWER 5. BHARAT NAGAR CROSSING.6. WAZIR PUR JJ COLONY. 
"1. Old Delhi Railway Station 2. TIS HAZARI (Animal Hosp.)/ISBT  3. Ice Factory 4. Clock Tower 5. R.P. Bagh 6. Bara Bagh 7. Adrash NAGAR. 8. G.T,K Depot 9.BADLI X-ING 10. Rohini Sec-18 11. Shahbad Daulat Pur 12. Shahbad Dairy 13. Prehlad Pur 14. Barwala 15. Pooth Khurd 16. Dhakewala 17. Bawana 18 Bawana JJ COLONY. A-Block 19. Bawana KL-Block."
1. SHADIPUR DEPOT 2. KARAM PURA (T) 3. PUNJABI BAGH 4. WAZIR PUR DEPOT 5. ASHOK VIHAR XING 6. ADARSH NAGAR 7. GTK DEPOT 8. BADLI X-ING  9. ROHINI SECTOR-18 10. SHAHBAD DAULAT PUR 11. SHAHBAD DAIRY 12. PREHLAD PUR 13. BARWALA 14. POOTH KHURD 15. DHAKEWALA 16. BAWANA 17. NARELA JJ COLONY G-7 PKT-4
"1. MORI GATE 2. RED FORT 3. DELHI GATE 4. ITO RING ROAD 5. RAINY WELL 6. MOTHER DAIRY 7. 13-BLK TRILOK PURI 8. KALYAN PURI 9. SUMMER VILLA SCHOOL 10. NEW KOUDLI 11. MAYUR VIHAR PH-III., PAPER MARKET "
1. Old Delhi RAILWAY Station 2. TIS HAZARI (Animal Hosp.)/ISBT 3. ICE FACTORY 4. CLOCK TOWER 5. RP BAGH 6. BARA BAGH 7. ADARSH NAGAR 8. GTK DEPOT 9. BADLI X-ING 10. ROHINI SEC-18 11. SHAHBAD DAULAT PUR 12. SHAHBAD DAIRY 13. PREHLAD PUR 14. BARWALA 15. POOTH KHURD 16. DHAKE WALA 17. BAWANA  18. DARIYA PUR SCHOOL 19. BAJIT PUR VILLAGE.
1.MORI GATE TERMINAL 2. OLD SECTT 3. GTB NAGAR 4. MODEL TOWN-II 5. ADARSH NAGAR 6. GTK DEPOT 7. LIBAS PUR GT ROAD 8. NANGLI POONAM 9. BUDH PUR 10. ALIPUR GT ROAD 11. BAKOULI 12. KHAM PUR 13. 80' ROAD (SINGHOLA VILLAGE)  14. B-4 POCKET NARELA 15. S. RAJA HARISH CHANDER HOSP More . 16. NAI ANAJ MANDI 17. NARELA TERMINAL
1. KEND. TERMINAL 2. PALIKA KENDRA 3.N.D. RAILWAY STATION GATE NO-2 4. DELHI GATE 5. RED FORT 6. ISBT 7. OLD SECTT 8. GTB NAGAR 9. MODEL TOWN-II 10. ADARSH NAGAR 11. GTK DEPOT 12. LIBAS PUR GT ROAD 13. NANGLI POONAM 14. BUDH PUR 15. ALIPUR GT ROAD 16. BAKOULI 17. KHAM PUR 18. SINGHOLA 19. SINGHU BORDER 20. A-9 NARELA 21. RAJA HARISH CHADER HOSPITAL 22. NAI ANAJ MANDI 23. NARELA TERMINAL
1. MORI GATE TERMINAL 2. ICE FACTORY 3. MAURICE NAGAR 4. GTB NAGAR 5. MODEL TOWN -II 6. ADARSH NAGAR 7. GTK DEPOT 8. HAIDER PUR W/WORKS 9. VIDYA VIHAR MARG CROSSING 10.  ROHINI S-15 PKT-2 11. ROHINI SEC-16. 12. SHAHBAD DAULAT PUR 13. SHAHBAD DAIRY 14. PREHLAD PUR 15. BARWALA 16. POOTH KHURD 17. DHAKEWALA 18. BAWANA 19. DARYA PUR SCHOOL 20. HAREWALI CROSSING 21. HAREWALI VILLAGE 22. HAREWALI BDR. 
1. Old Delhi RAILWAY Station  2. TIS HAZARI (Animal Hosp.)/ISBT  3. ICE FACTORY 4. CLOCK TOWER 5. MAURICE NAGAR 6.GTB NAGAR 7. MODEL TOWN-II 8. ADARSH NAGAR 9. GTK DEPOT 10. LIBAS PUR GT ROAD. 11. NANGLI POONAM 12. BUDH PUR 13. ALIPUR 14. JIND PUR 15. MUKHMELPUR.   
1. Old Delhi RAILWAY Station 2.TIS HAZARI (Animal Hosp.)/ISBT 3. ICE FACTORY 4. CLOCK TOWER 5. RP BAGH 6. BARA BAGH 7. ADARSH NAGAR 8. GTK DEPOT 9.. LIBAS PUR GT ROAD. 10. NANGLI POONAM 11. BUDH PUR 12. ALIPUR  13. BAKOULI CROSSING 14. BAKHTAWER PUR SCHOOL 15. BAKHTAWER PUR VILLAGE 16. AKBER PUR MAJRA 17. PALLA. 
1. Old Delhi RAILWAY Station 2. TIS HAZARI (Animal Hosp.)/ISBT  3. ICE FACTORY 4. CLOCK TOWER 5. RP BAGH 6. BARA BAGH 7.SHALIMAR BAGH CROSSING 8. AE-SHALIMAR 9. BH-BLK SHALIMAR BAGH 10. HAIDER PUR VILLAGE.
1. MORI GATE/ISBT 2. ICE FACTORY 3. CLOCK TOWER 4. RP BAGH 5. BARA BAGH 6. ADARSH NAGAR 7. GTK DEPOT 8. LIBAS PUR GT ROAD.  9. SIRAS PUR 10 . KHERA KALAN 11. KHERA KHURD.
1. OLD DELHI RAILWAY STATION 2. TIS HAZARI ANIMAL HOSPITAL / ISBT KASHMERE GATE 3. ICE FACTORY 4. CLOCK TOWER 5. RANA PRATAP BAGH 6. BARA BAGH 7. ADARSH NAGAR 8. GTK DEPOT 9.BADLI X-ING 10. ROHINI SEC-18 11. SHAHBAD DAULAT PUR 12. SHAHBAD DAIRY 13. PREHLAD PUR 14. BARWALA 15. POOTH KHURD 16. DHAKEWALA 17. BAWANA 18. GHOGA AIR FORCE STATION 19. GHOGA CROSSING 20. GHOGA VILLAGE
1. Old Delhi RAILWAY Station 2. MORI GATE/ISBT 3. ICE FACTORY 4. CLOCK TOWER 5. RP BAGH 6. BARA BAGH 7. ADARSH NAGAR 8. GTK DEPOT 9.. LIBAS PUR GT ROAD. 10. NANGLI POONAM 11. BUDH PUR 12. ALIPUR 13. BAKOULI  14. KHAM PUR 15. SINGHOLA 16. SINGHU BDR  17. DESU COLONY 18. A-9 NARELA 19.RAJA HARISH CHANDER HOSPITAL 20. NAI ANAJ MANDI 21. NARELA / NARELA TERMINAL 22. BAKNER 23. LAMPUR BDR. 
1. MORI GATE/ISBT 2. ICE FACTORY 3. CLOCK TOWER 4. RP BAGH 5. BARA BAGH 6. ADARSH NAGAR 7. GTK DEPOT 8. ROHINI SEC-16 9. SHAHBAD DAULAT PUR 10. SHAHBAD DAIRY 11. PREHLAD PUR 12. BARWALA 13. POOTH KHURD 14. DHAKE WALA 15. BAWANA  16. GHOGA AIR FORCE STATION 17. SANOTH CROSSING 18. VISHAL BAGH 19. NARELA . 
1. DELHI SECTT. 2. DELHI GATE 3. RAJ GHAT 4. GEETA COLONY PUL / VIJAY GHAT 5. ISBT RING ROAD 6. OLD SECTT 7. GTB NAGAR 8. MODEL TOWN-II 9. ADARSH NAGAR 10. GTK DEPOT 11. LIBAS PUR GT ROAD 12. NANGLI POONAM 13. BUDH PUR 14. ALIPUR 15. DURGA MANDIR 16. ALIPUR GARHI 17. ARVIND FARM 18. SHAHPUR GARHI 19. BHORE GARH 20. NARELA.
1. Old Delhi RAILWAY Station 2. MORI GATE / ISBT 3. ICE FACTORY 4. CLOCK TOWER 5. RP BAGH 6. BARA BAGH 7. ADARSH NAGAR 8. GTK DEPOT 9. LIBAS PUR GT ROAD. 10. NANGLI POONAM 11. BUDH PUR 12. ALIPUR 13. BAKOULI 14. KHAM PUR 15. SINGHOLA 16. SINGHU BDR 17. DESU COLONY 18. A-9 NARELA 19.RAJA HARISH CHANDER HOSPITAL 20. NAI ANAJ MANDI 21.  VISHAL BAGH 22. SANOTH CROSSING 23. GHOGA  VILLAGE
1. Old Delhi RAILWAY Station  2. TIS HAZARI (Animal Hosp.)/ISBT 3. ICE FACTORY 4. CLOCK TOWER 5. MAURICE NAGAR 6.GTB NAGAR 7. MODEL TOWN-II 8. ADARSH NAGAR 9. GTK DEPOT 10. LIBAS PUR GT ROAD. 11. NANGLI POONAM 12. KHERA KALA 13. KHERA KHURD 14. HOLAMBI KHURD 15. HOLAMBI KALAN 
1. Old Delhi RAILWAY Station 2. TIS HAZARI (Animal Hosp.)/ISBT 3. ICE FACTORY 4. CLOCK TOWER 5. RP BAGH 6. BARA BAGH 7. ADARSH NAGAR 8. GTK DEPOT 9.. LIBAS PUR GT ROAD. 10. NANGLI POONAM 11. BUDH PUR 12. ALIPUR 13. BAKOULI  14. HAMID PUR.  
